
Text conversion of header file \h820\optphotolab\Drones\DJI__Mavic_3M\viikki-field_calibration__20240521\sky_irrad\irrad_sky__00073.asd
 -------------------------------------------------------------
                                                                                                                                                            
The instrument number was  18875/1
New ASD spectrum file: Program version = 6.04 file version = 7.00
Spectrum saved: 05/21/2024 at 11:33:07
VNIR integration time : 136
VNIR channel 1 wavelength = 350 wavelength step = 1
There was one sample per data value
xmin = 350 xmax= 2500
ymin= 0 ymax= 2.5
The instrument digitizes spectral values to 16 bits
SWIR1 gain was 16 offset was 2051
SWIR2 gain was 16 offset was 2070
Join between VNIR and SWIR1 was 1000 nm
Join between SWIR1 and SWIR2 was 1800 nm
VNIR dark signal subtracted
100 dark measurements taken Tue May 21 11:27:15 2024
DCC value was 0
Data is not compared to a white reference
There was a remote cosine receptor attached
Spectrum file is raw data with embedded reference
GPS-Latitude is S0
GPS-Longitude is E0
GPS-Altitude is 0
GPS-UTC is 00:00:00

Smart Detector
Serial#  0
Signal (A)  0.000E00
Dark (A)  0.000E00
Ref (A)  0.000E00
Status  0 - Uninitialized
Gain  E-4
Averaging  0
Temp (C)  0.0
Humid (%)  0.0

Wavelength	rad_sky-00073.asd
628	 0.799716749302341 
629	 0.794400900633779 
630	 0.791614329576115 
631	 0.791414689968894 
632	 0.792749158134331 
633	 0.796316738754341 
634	 0.800359957925723 
635	 0.803408463571389 
636	 0.804682956982976 
637	 0.807784362467872 
638	 0.811780838506285 
639	 0.814037922134932 
640	 0.809799263289479 
641	 0.804229946293053 
642	 0.801103878559142 
643	 0.80239838998215 
644	 0.804272137915772 
645	 0.803451180611675 
646	 0.799021332875931 
647	 0.792567331562674 
648	 0.787038420550204 
649	 0.781823604847099 
650	 0.777484490639408 
651	 0.780110489433691 
652	 0.785027240701989 
653	 0.788680872738581 
654	 0.787139826349538 
655	 0.771970844291599 
656	 0.741981444502463 
657	 0.71357842029848 
658	 0.724893924724855 
659	 0.753619906230007 
660	 0.778229466803576 
661	 0.785343450478446 
662	 0.790498185738987 
663	 0.791472995901615 
664	 0.789474151463041 
665	 0.78798357583403 
666	 0.788243648169672 
667	 0.787975381409831 
668	 0.786424573861956 
669	 0.786716701357211 
670	 0.785997785441424 
671	 0.783109841034964 
672	 0.778547569622222 
673	 0.777127507343466 
674	 0.777257836543648 
675	 0.777331497208832 
676	 0.776162722123954 
677	 0.77560392850146 
678	 0.775246114262944 
679	 0.774455271450987 
680	 0.773028163781624 
681	 0.771395783117481 
682	 0.769720928436346 
683	 0.767645422339729 
684	 0.763435844571303 
685	 0.755551673123147 
686	 0.734718816582329 
687	 0.684801529136832 
688	 0.6371700133344 
689	 0.619817821480731 
690	 0.640755225453596 
691	 0.661686768965198 
692	 0.682047212548307 
693	 0.697199713786078 
694	 0.703134268252276 
695	 0.70482001859753 
696	 0.70937080952246 
697	 0.717752996839605 
698	 0.723081794996985 
699	 0.720642333977009 
700	 0.713544528534212 
701	 0.706690509411085 
702	 0.702534199727902 
703	 0.703204922840881 
704	 0.708171594326529 
705	 0.714674472739169 
706	 0.7174217437128 
707	 0.718009139888235 
708	 0.718036754091235 
709	 0.717839939308678 
710	 0.717678777798243 
711	 0.71710744442747 
712	 0.715526978446861 
713	 0.712553634194519 
714	 0.709618705433172 
715	 0.704355985398589 
716	 0.691435436130081 
717	 0.662215898795714 
718	 0.622622614031611 
719	 0.58579415080805 
720	 0.571577035788668 
721	 0.586563946400487 
722	 0.614825218251772 
723	 0.633729844765599 
724	 0.622655460725769 
725	 0.608072091018908 
726	 0.602106446072437 
727	 0.605185980722973 
728	 0.605883204293101 
729	 0.60552907313017 
730	 0.60721032500447 
731	 0.614051407847105 
732	 0.625942931216801 
733	 0.641556375934579 
734	 0.65749293485211 
735	 0.66590489386122 
736	 0.667283703149667 
737	 0.665619120390643 
738	 0.666085985625518 
739	 0.664902068092506 
740	 0.663546817264434 
741	 0.66326484935225 
742	 0.664288494192934 
743	 0.667564651768244 
744	 0.671308698871507 
745	 0.673649243307049 
746	 0.674517438766189 
747	 0.674991751540962 
748	 0.674588844044885 
749	 0.672245462566438 
750	 0.66858107111911 
751	 0.665517695167059 
752	 0.664027568217501 
753	 0.663824505975281 
754	 0.664477313767341 
755	 0.664475653798258 
756	 0.662465588394767 
757	 0.660203194900271 
758	 0.643672978472151 
759	 0.579658688296485 
760	 0.447386264112923 
761	 0.314783175188185 
762	 0.254888351181454 
763	 0.27098788590379 
764	 0.303031646209658 
765	 0.349574904938089 
766	 0.412857270760225 
767	 0.487333469662182 
768	 0.549937172889053 
769	 0.592723565829362 
770	 0.616747586378194 
771	 0.628164111446407 
772	 0.633675708223782 
773	 0.636075402595816 
774	 0.636881449616744 
775	 0.636675102020378 
776	 0.636804491314203 
777	 0.636840511061257 
778	 0.636189068174996 
779	 0.634413471735537 
780	 0.633344520980521 
781	 0.633160385998072 
782	 0.633252345645311 
783	 0.632225309023977 
784	 0.630389808398997 
785	 0.628600427632033 
786	 0.627516891003631 
787	 0.62518497014464 
788	 0.621503609770414 
789	 0.616767689937991 
